name,artist_1,artist_2,uri,year,popularity,explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,words_lyrics
Rather Be (feat. Jess Glynne),Clean Bandit,Jess Glynne,spotify:track:5HuqzFfq2ulY1iBAW5CxLe,2015,51,False,227833,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,"['were', 'dark', 'there', 'ill', 'easy', 'mission', 'staked', 'hoo', 'simplicity', 'continues', 'strolling', 'casually', 'same', 'switch', 'chance', 'scene', 'bay', 'inner', 'nothing', 'peace', 'cant', 'mile', 'take', 'exalted', 'would', 'find', 'name', 'everlasting', 'yeaheyeaheyeaheyeaheyeah', 'step', 'beat', 'sacred', 'comfort', 'together', 'kyoto', 'place', 'another', 'nnnno', 'know', 'thousand', 'land', 'incomplete', 'be', 'me', 'id', 'long', 'gave', 'no', 'battery', 'traveled', 'you', 'forever', 'wait', 'rather', 'every', 'make', 'shame', 'sea', 'hmm', 'shot', 'heart', 'different', 'yeah']"
Hey Now (feat. Kyle) - Single Mix,Martin Solveig,The Cataracs,spotify:track:4jay2G7QI61dlPd8qKy5BP,2013,24,False,187507,0.712,0.957,0,-1.923,1,0.0793,0.00552,1.77e-06,0.103,0.703,128.039,"['catch', 'alone', 'nintendo', 'sing', 'it', 'never', 'laugh', 'left', 'game', 'here', 'vacay', 'oh', 'listen', 'wanna', 'clothes', 'save', 'summer', 'hear', 'hey', 'whats', 'completely', 'talk', 'yeah', 'were', 'ill', 'down', 'bet', 'dananana', 'ray', 'slazy', 'out', 'day', 'holdup', 'ha', 'off', 'mean', 'hot', 'another', 'way', 'cheesy', 'i', 'wait', 'get', 'done', 'right', 'thing', 'beemer', 'good', 'there', 'pillow', 'all', 'got', 'pop', 'check', 'wear', 'play', 'baby', 'sun', 'ay', 'going', 'know', 'im', 'gotta', 'think', 'matter', 'whining', 'playground', 'say', 'easy', 'king', 'sound', 'beanie', 'now', 'exotic', 'take', 'tanned', 'top', 'really', 'amazing', 'plan', 'let', 'look', 'make', 'weird']"
This Is What It Feels Like,Armin van Buuren,Trevor Guthrie,spotify:track:5GjnIpUlLGEIYk052ISOw9,2013,63,False,204360,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,"['nobody', 'like', 'one', 'telephone', 'road', 'even', 'sound', 'nothing', 'alive', 'frame', 'door', 'silence', 'battle', 'beautiful', 'knocking', 'take', 'anymore', 'without', 'light', 'feel', 'survive', 'somebody', 'shore', 'hold', 'i’m', 'headlight', 'ringing', 'can’t', 'going', 'don’t', 'know', 'oh', 'love', 'save', 'remind', 'drown', 'memory', 'miss', 'won’t', 'make', 'face']"
Treasure,Bruno Mars,,spotify:track:55h7vJchibLdUkxdlX3fK7,2012,75,True,178560,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,"['lady', 'gimme', 'like', 'true', 'whoaohohhhh', 'sexy', 'girl', 'it', 'everything', 'mine', 'never', 'else', 'dream', 'yous', 'tell', 'ooh', 'yourself', 'star', 'fine', 'somethin', 'flawless', 'baby', 'wish', 'little', 'honey', 'walk', 'around', 'gonna', 'show', 'wonderful', 'come', 'blue', 'know', 'oh', 'treasure', 'smiling', 'squirrel', 'wanna', 'golden', 'im', 'motherfucker', 'attention', 'you', 'pretty', 'see', 'someone', 'let', 'look', 'gotta', 'make', 'are', 'say', 'your', 'whoaohoh', 'yeah']"
I Need Your Love,Calvin Harris,Ellie Goulding,spotify:track:1mATmqAUKqG57iWjGE1nRa,2012,0,False,234809,0.692,0.865,8,-4.939,1,0.0548,0.385,0.0,0.106,0.62,124.987,"['dark', 'ill', 'there', 'ive', 'stranger', 'fear', 'closing', 'time', 'same', 'high', 'eye', 'thats', 'now', 'alive', 'apart', 'door', 'cant', 'circle', 'never', 'take', 'anymore', 'watch', 'waste', 'find', 'tell', 'feel', 'trying', 'figure', 'belong', 'since', 'hold', 'fell', 'this', 'need', 'walk', 'wrong', 'mean', 'tear', 'arm', 'come', 'helpless', 'everythings', 'know', 'free', 'dreaming', 'breath', 'love', 'fight', 'me', 'strong', 'im', 'change', 'filled', 'tonight', 'you', 'ever', 'see', 'blame', 'open', 'lie', 'pas', 'right', 'make', 'every', 'reason', 'heart', 'try', 'year', 'deep']"
Timber (feat. Ke$ha),Pitbull,Kesha,spotify:track:3tgZ9vmhuAY9wEoNUJskzV,2012,60,False,204200,0.589,0.966,11,-4.106,1,0.098,0.0305,0.0,0.147,0.803,129.984,"['swing', 'αλλαζει', 'ειμαστε', 'πω', 'one', 'υπαρχουν', 'ξεχασεις', 'να', 'will', 'μεχρι', 'αλμα', 'homie', 'η', 'it', 'thats', 'twerking', 'ναι', 'κινηθεις', 'λεσχη', 'θελει', 'μετακινησου', 'στοιχηματιζω', 'boy', 'order', 'lebron', 'ευγενεια', 'πολύ', 'ετσι', 'σουτιεν', 'wе', 'γιναμε', 'κατεβαινει', 'ου', 'γυρω', 'up', 'τον', 'club', 'bigiddy', 'μεγαλοι', 'αεροπλανο', 'ας', 'move', 'χορευει', 'feat', 'dog', 'yelling', 'clothes', 'diggidy', 'οι', 'you', 'hey', 'παρτενερ', 'plane', 'ευλογημενη', 'στα', 'γεματοι', 'χτυπηπημα', 'δυνατος', 'στο', 'τωρα', 'ill', 'bigger', 'εγω', 'μονος', 'bra', 'like', 'down', 'end', 'money', 'προχωρανε', 'bet', 'την', 'round', 'κατω', 'τσιμπανε', 'sky', 'στον', 'που', 'χορεψεις', 'thong', 'pitbull', 'clown', 'why', 'και', 'στοχοςου', 'fall', 'δυνατα', 'miley', 'αλλαξαν', 'πηγαινει', 'πραγμα', 'ξεχασει', 'ξεγλιστρημα', 'κανουμε', 'jumping', 'απαθης', 'προσωπο', 'τι', 'ο', 'μπορω', 'harder', 'προς', 'χωρις', 'αλλο', 'θελεις', 'κανει', 'bird', 'go', 'another', 'way', 'εχουν', 'μας', 'θησαυρος', 'αλλα', 'πηγαινε', 'εμεις', 'better', 'thing', 'face', 'αξεχαστη', 'το', 'shot', 'oil', 'οτι', 'hotel', 'forget', 'blessed', 'μερια', 'τελειωσει', 'em', 'live', 'ζημια', 'σπιτι', 'πανω', 'χτυπημα', 'γιατι', 'πτηση', 'εκανε', 'ενα', 'επειδη', 'μεριά', 'στοχος', 'στην', 'της', 'χορεψε', 'μαλαγάνας', 'going', 'timber', 'αυτη', 'καλυτερα', 'ερωτευονται', 'συνεχιζει', 'πραγματα', 'me', 'im', 'εχω', 'χορευουν', 'αγορια', 'δεν', 'αυτοι', 'οπως', 'μεγαλυτεροι', 'say', 'φωναζει', 'timbеr', 'πουλι', 'εκανα', 'volí', 'ξενοδοχεια', 'booty', 'aint', 'ζει', 'now', 'τους', 'ειμαι', 'partner', 'με', 'αλλη', 'εσυ', 'wooooah', 'τα', 'ρουχα', 'dance', 'slicker', 'κοιταξε', 'ουρανο', 'λουρια', 'spill', 'ειπε', 'αρεσει', 'θα', 'damn', 'αστειοι', 'cause', 'night', 'σκληροτεροι', 'wont', 'σου', 'αεροπλανα', 'χρηματα', 'cmon', 'νυχτα', 'changed', 'οδηγει', 'keha', 'to–what–timber', 'cyrus', 'nah', 'let', 'look', 'make', 'remember', 'προχωραει', 'ειναι', 'are', 'εκεινος']"
The Other Side,Jason Derulo,,spotify:track:4ot2lykiAQeZC1GAnNQNJ4,2013,51,False,226987,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,"['we’re', 'july', 'kiss', 'say', 'crash', 'yes', 'like', 'disturb', 'fourth', 'road', 'sit', 'so', 'sexy', 'aint', 'could', 'drunk', 'booth', 'thought', 'eye', 'til', 'peace', 'back', 'never', 'whisper', 'lip', 'side', 'take', 'anymore', 'nervous', 'got', 'would', 'find', 'afternoon', 'smilin', 'hand', 'bite', 'eating', 'drive', 'unless', 'baby', 'closer', 'walk', 'well', 'friend', 'going', 'beginning', 'way', 'know', 'coming', 'lover', 'die', 'oh', 'love', 'me', 'do', 'spoon', 'fly', 'photo', 'chillin', 'tonight', 'sure', 'see', 'wait', 'get', 'look', 'let', 'perfect', 'talk', 'try', 'spark', 'yeah']"
All Night,Icona Pop,,spotify:track:15iosIuxC3C53BgsM5Uggs,2013,59,False,187027,0.6,0.905,1,-3.41,0,0.0357,0.00274,0.0,0.831,0.636,124.032,"['stay', 'like', 'clock', 'always', 'sky', 'rock', 'life', 'smash', 'give', 'along', 'could', 'paradise', 'everything', 'sleep', 'hit', 'got', 'still', 'light', 'pop', 'feel', 'deep', 'hand', 'let’s', 'turn', 'start', 'baby', 'on', 'need', 'walking', 'season', 'fire', 'wrong', 'dreamed', 'hot', 'come', 'night', 'go', 'alright', 'melt', 'coming', 'love', 'felt', 'burning', 'summer', 'feeling', 'change', 'open', 'better', 'right', 'make', 'key', 'shot', 'heart', 'winter', 'yeah']"
Right Round,Flo Rida,,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,2009,72,False,204640,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,"['poster', 'one', 'found', 'goody', 'watching', 'must', 'head', 'thats', 'pole', 'it', 'beautiful', 'jewelry', 'watch', 'couple', 'tellin', 'woman', 'flower', 'roll', 'patron', 'club', 'building', 'popping', 'mouth', 'move', 'clothes', 'control', 'open', 'hey', 'number', 'plane', 'gold', 'swagger', 'talk', 'rubberbands', 'whatever', 'yeah', 'ill', 'call', 'fan', 'like', 'down', 'money', 'lil', 'part', 'power', 'round', 'precious', 'nothing', 'wage', 'bank', 'pocket', 'goin', 'tell', 'comin', 'castle', 'somebody', 'wearing', 'closer', 'truth', 'made', 'blazing', 'ya', 'go', 'poppin', 'love', 'tonight', 'see', 'chauffeur', 'get', 'right', 'taking', 'shot', 'help', 'maximum', 'in', 'frankalins', 'house', 'mind', 'hotter', 'always', 'model', 'heeeey', 'spending', 'shower', 'people', 'gun', 'homies', 'girl', 'throwing', 'storm', 'nothin', 'spin', 'got', 'belongs', 'around', 'pirellis', 'ass', 'going', 'know', 'dammit', 'me', 'im', 'meant', 'platinum', 'fadeaway', 'shawty', 'mama', 'band', 'sand', 'time', 'benjamin', 'paper', 'owe', 'king', 'aint', 'now', 'ballin', 'grand', 'bottle', 'daze', 'dirty', 'dance', 'touching', 'cartier', 'walk', 'crown', 'gonna', 'fire', 'show', 'stoppin', 'holster', 'cause', 'night', 'bottom', 'place', 'keep', 'top', 'waving', 'paid', 'cajun', 'man', 'plan', 'shorties', 'making', 'amazing', 'it’s', 'look', 'outta', 'let', 'body', 'hop']"
Royals,Lorde,,spotify:track:3yvZ1VUso9Xi7EvIyLaj4o,2013,0,False,190185,0.636,0.436,7,-9.524,1,0.139,0.112,0.0,0.135,0.331,84.804,"['wedding', 'timepiece', 'dollar', 'never', 'jet', 'goose', 'tornup', 'postcode', 'this', 'luxe', 'rule', 'island', 'oh', 'everybodys', 'plane', 'gold', 'cristal', 'bathroom', 'different', 'were', 'ill', 'bigger', 'call', 'like', 'money', 'life', 'maybach', 'crave', 'grey', 'song', 'room', 'diamond', 'well', 'dreamed', 'code', 'come', 'kind', 'cadillacs', 'love', 'cracked', 'i', 'caught', 'trashin', 'weve', 'proud', 'every', 'buzz', 'driving', 'hotel', 'run', 'tiger', 'queen', 'flesh', 'leash', 'ohoh', 'ive', 'everyone', 'train', 'live', 'gown', 'seen', 'bloodstain', 'fine', 'baby', 'blood', 'know', 'movie', 'im', 'ever', 'fantasy', 'envy', 'ruler', 'cut', 'aint', 'great', 'trippin', 'without', 'dream', 'count', 'care', 'teeth', 'address', 'royal', 'ring', 'friend', 'u', 'ball', 'affair', 'let', 'bee', 'party', 'town']"
Danza Kuduro,Lucenzo,Don Omar,spotify:track:1Ozm60BmF5AUjqVSb9FJRC,2011,0,False,199333,0.696,0.896,0,-6.049,1,0.109,0.0834,0.0,0.038,0.887,130.091,"['ax', 'del', 'mano', 'en', 'puede', 'loucura', 'morena', 'sólo', 'fuego', 'lo', 'caliente', 'con', 'quien', 'seja', 'vena', 'que', 'tu', 'arriba', 'lado', 'meu', 'loira', 'sola', 'dentro', 'ese', 'fiera', 'cabeza', 'mueve', 'empieza', 'descontrola', 'danza', 'kuduro', 'dançar', 'toma', 'vuelta', 'quite', 'ahora', 'ou', 'quero', 'vamos', 'mexer', 'ficar', 'é', 'pra', 'se', 'cintura', 'lento', 'eso', 'vai', 'domar', 'mexe', 'quieta', 'da', 'rey', 'parar', 'oi', 'te', 'el', 'sexy', 'esto', 'fuerza', 'lucenzo', 'cadera', 'canse', 'uma', 'plop', 'por', 'deja', 'mal', 'nena', 'balançar', 'vem', 'sacude', 'ver', 'medium', 'quema', 'sol', 'al', 'balança', 'quebrar', 'duro', 'parado', 'convierte', 'mete', 'metió', 'la', 'no', 'bailar', 'orfanato', 'ninguém', 'oi…']"
She Makes Me Go - Radio Edit,Arash,Sean Paul,spotify:track:1a5XzsdDDWR7HMwvmXtNlB,2013,0,False,178280,0.705,0.897,2,-2.988,0,0.035,0.0783,3.24e-06,0.202,0.534,133.013,"['drop', 'one', 'dandemite', 'rock', 'arash', 'give', 'cant', 'earn', 'plug', 'mi', 'turn', 'game', 'oh', 'move', 'long', 'fly', 'number', 'ah', 'bounce', 'ra', 'inna', 'push', 'gimme', 'like', 'longside', 'sky', 'groove', 'wann', 'ba', 'light', 'cock', 'bring', 'well', 'hot', 'come', 'go', 'socket', 'see', 'done', 'right', 'thing', 'ir', 'boom', 'da', 'early', 'high', 'girl', 'di', 'got', 'spin', 'pop', 'gyal', 'sean', 'begun', 'know', 'calm', 'im', 'perform', 'champion', 'diggy', 'say', 'dam', '2x', 'sexiest', 'wine', 'time', 'dem', 'touch', 'back', 'take', 'feel', 'mornin', 'mame', 'lock', 'keep', 'paul', 'till', 'pharm', 'fi', 'body', 'make', 'world', 'seems']"
Problem,Ariana Grande,Iggy Azalea,spotify:track:6xCNYRfzZtoQRo1xruPmNq,2014,0,False,193920,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,"['99', 'one', 'even', 'breathless', 'realize', 'give', 'head', 'thought', 'it', 'stressin', 'cant', 'leave', 'never', 'bettin', 'smart', 'biggie', 'le', 'up', 'wake', 'understand', 'wanna', 'you', 'hey', 'iggy', 'uh', 'yeah', 'ill', 'call', 'like', 'money', 'life', 'woo', 'weight', 'yous', 'tell', 'ooh', 'but', 'halfsteppin', 'mmm', 'dumb', 'hate', 'sayin', 'ya', 'thinkin', 'woah', 'knowin', 'come', 'go', 'love', 'i', 'better', 'exit', 'get', 'every', 'thing', 'there', 'ive', 'wiser', 'bit', 'igg', 'girl', 'either', 'got', 'best', 'believe', 'uhhuh', 'babe', 'lesson', 'baby', 'little', 'forgettin', 'probably', 'around', 'know', 'million', 'me', 'im', 'ever', 'gotta', 'cloud', 'say', 'easy', 'forgive', 'though', 'time', 'aint', 'touch', 'back', 'boo', 'without', 'listenin', 'doubt', 'gonna', 'problem', 'cause', 'want', 'learned', 'playin', 'really', 'no', 'nah', 'presence', 'let', 'shoulder', 'finally']"
Applause,Lady Gaga,,spotify:track:2Zj4FUsMtu9PMuJsHbGbdv,2013,0,False,212333,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,"['ill', 'crash', 'say', 'like', 'ive', 'one', 'em', 'found', '“is', 'fame', 'so', 'give', 'put', 'could', 'iv', 'live', 'saying', '“nostalgias', 'touch', 'woo', 'suddenly', 'applause', 'now', 'guess', 'wooohohoh', 'light', 'pop', 'real', 'hand', 'bang', 'turn', 'baby', 'cheer', 'theory', 'on', 'up', 'koons', 'artpop', 'culture', 'critic', 'way', 'geeks”', 'vein', 'wrong”', 'stand', 'u', 'love', 'second', 'read', 'im', 'scream', 'loud', 'you', 'art’s', 'waiting', 'bear', 'art', 'right', 'thing', 'make', 'applauseplause', 'sir', 'gong', 'away', 'overheard']"
Sweet Nothing (feat. Florence Welch),Calvin Harris,Florence Welch,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,2012,70,False,212560,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,"['ill', 'faith', 'easy', 'ive', 'sigh', 'took', 'emptied', 'something', 'give', 'put', 'worst', 'nothing', 'swallowed', 'mine', 'held', 'whisper', 'air', 'tell', 'tired', 'enough', 'hollow', 'eats', 'giving', 'hold', 'learn', 'care', 'empty', 'cause', 'living', 'go', 'know', 'word', 'mouth', 'came', 'love', 'single', 'unknown', 'im', 'hard', 'rushing', 'let', 'every', 'heart', 'away', 'hope', 'sweet']"
Locked out of Heaven,Bruno Mars,,spotify:track:3w3y8KPTfNeOKPiqUTakBh,2012,80,False,233478,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,"['faith', 'line', 'stay', 'like', 'one', 'ive', 'rest', 'time', 'something', 'put', 'water', 'miracle', 'paradise', 'cant', 'never', 'spend', 'take', 'sex', 'light', 'ooh', 'feel', 'ohohohoh', 'day', 'bring', 'sinner', 'two', 'show', 'born', 'cause', 'night', 'here', 'three', 'swimming', 'heaven', 'aw', 'way', 'wanna', 'love', 'locked', 'im', 'change', 'open', 'testify', 'wait', 'see', 'much', 'looong', 'every', 'make', 'right', 'knee', 'gate', 'heart', 'spiritual', 'yeah']"
